task_id,dataset_id,status,error_type,failure_signature,failing_tests,last_error,artifact_path,tests_source,raw_agent_response_path,repaired_agent_response_path
0d1aa466-da5c-4b48-b6cf-a8059cf35d6b,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,failed_data_etl,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/0d1aa466-da5c-4b48-b6cf-a8059cf35d6b_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/0d1aa466-da5c-4b48-b6cf-a8059cf35d6b_agent_repair.txt
c90790bd-d289-42b7-bd97-4bc65d7232f5,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,failed_patch,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/c90790bd-d289-42b7-bd97-4bc65d7232f5_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/c90790bd-d289-42b7-bd97-4bc65d7232f5_agent_repair.txt
8da51ea0-9169-4684-b536-79dc92e6380c,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,failed_architecture_doc,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/8da51ea0-9169-4684-b536-79dc92e6380c_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/8da51ea0-9169-4684-b536-79dc92e6380c_agent_repair.txt
61a28e31-f4fa-4302-b565-a104fd833dd0,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,failed_data_etl,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/61a28e31-f4fa-4302-b565-a104fd833dd0_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/61a28e31-f4fa-4302-b565-a104fd833dd0_agent_repair.txt
4320dc50-af78-47d8-bdbf-f6864302174b,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,failed_architecture_doc,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/4320dc50-af78-47d8-bdbf-f6864302174b_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/4320dc50-af78-47d8-bdbf-f6864302174b_agent_repair.txt
755e5e35-17a1-4a26-9a07-ac733f612954,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,failed_patch,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/755e5e35-17a1-4a26-9a07-ac733f612954_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/755e5e35-17a1-4a26-9a07-ac733f612954_agent_repair.txt
f9403b29-37cc-47a3-bda0-80d4e592f5c5,challenge_data_challengeData_2023-01-01_2023-01-31_page2.json,failed_patch,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/f9403b29-37cc-47a3-bda0-80d4e592f5c5_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/f9403b29-37cc-47a3-bda0-80d4e592f5c5_agent_repair.txt
2362226c-ab72-4c46-819a-37d09f9fbf16,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,failed_patch,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/2362226c-ab72-4c46-819a-37d09f9fbf16_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/2362226c-ab72-4c46-819a-37d09f9fbf16_agent_repair.txt
30377260,challenge_data_demoData.json,failed_architecture_doc,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/30377260_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/30377260_agent_repair.txt
9c0e8f57-190b-4427-a78c-c722af5ca8c9,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,failed_data_etl,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/9c0e8f57-190b-4427-a78c-c722af5ca8c9_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/9c0e8f57-190b-4427-a78c-c722af5ca8c9_agent_repair.txt
774f1c4d-0ca0-4de2-ae8b-87882784f2c5,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,failed_data_etl,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/774f1c4d-0ca0-4de2-ae8b-87882784f2c5_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/774f1c4d-0ca0-4de2-ae8b-87882784f2c5_agent_repair.txt
41831165-c026-4f33-b273-ee8a3f5e28eb,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,failed_data_etl,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/41831165-c026-4f33-b273-ee8a3f5e28eb_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/41831165-c026-4f33-b273-ee8a3f5e28eb_agent_repair.txt
06525af6-cea6-40f0-9d8a-95c750cd9f45,challenge_data_challengeData_2025-06-01_2025-10-08_page2.json,failed_architecture_doc,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/06525af6-cea6-40f0-9d8a-95c750cd9f45_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/06525af6-cea6-40f0-9d8a-95c750cd9f45_agent_repair.txt
graph_degree_hard,experiments_decomposition_benchmark_tasks.json,failed_tests,failed_tests,28bb4b22b791d684c93165572bd028c9665c7812af1096de8f618191ff494d2e,"sample_0,sample_1",,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,provided,,
558999e4-323e-4867-81b1-e989c4028a09,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,failed_data_etl,deliverable_parse_error,,,,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/arch_template_check,n/a,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/558999e4-323e-4867-81b1-e989c4028a09_agent_raw.txt,/Users/karanallagh/Desktop/DataCollector/reports/experiments/arch_template_check/deliverables/558999e4-323e-4867-81b1-e989c4028a09_agent_repair.txt
